ts_recv,instrument_id,raw_symbol,underlying,instrument_class,expiration,strike_price
2025-09-22 10:30:04.551790798+00:00,33557658,AAPL  251010P00175000,AAPL,P,2025-10-10,175.0
2025-09-22 10:30:04.551810995+00:00,33557660,AAPL  251010C00290000,AAPL,C,2025-10-10,290.0
2025-09-22 10:30:04.554787654+00:00,16780429,AAPL  271217P00070000,AAPL,P,2027-12-17,70.0
2025-09-22 10:30:04.554797695+00:00,16780430,AAPL  271217P00275000,AAPL,P,2027-12-17,275.0
2025-09-22 10:30:04.560090496+00:00,16780433,AAPL  271217P00055000,AAPL,P,2027-12-17,55.0
2025-09-22 10:30:04.568801334+00:00,33557669,AAPL  251010C00160000,AAPL,C,2025-10-10,160.0
2025-09-22 10:30:04.568812154+00:00,33557670,AAPL  251010C00225000,AAPL,C,2025-10-10,225.0
2025-09-22 10:30:04.569207111+00:00,33557671,AAPL  251010C00195000,AAPL,C,2025-10-10,195.0
2025-09-22 10:30:04.569217537+00:00,33557672,AAPL  251010P00270000,AAPL,P,2025-10-10,270.0
2025-09-22 10:30:04.571828230+00:00,33557673,AAPL  251010C00210000,AAPL,C,2025-10-10,210.0
2025-09-22 10:30:04.571849159+00:00,33557675,AAPL  251010P00255000,AAPL,P,2025-10-10,255.0
2025-09-22 10:30:04.574841367+00:00,16780446,AAPL  251017P00110000,AAPL,P,2025-10-17,110.0
2025-09-22 10:30:04.578825229+00:00,33557677,AAPL  251010P00240000,AAPL,P,2025-10-10,240.0
2025-09-22 10:30:04.594057016+00:00,16780460,AAPL  271217C00435000,AAPL,C,2027-12-17,435.0
2025-09-22 10:30:04.604070473+00:00,16780467,AAPL  271217C00320000,AAPL,C,2027-12-17,320.0
2025-09-22 10:30:04.604080439+00:00,16780468,AAPL  271217P00220000,AAPL,P,2027-12-17,220.0
2025-09-22 10:30:04.606546008+00:00,16780471,AAPL  271217C00405000,AAPL,C,2027-12-17,405.0
2025-09-22 10:30:04.606561287+00:00,16780472,AAPL  271217P00265000,AAPL,P,2027-12-17,265.0
2025-09-22 10:30:04.614094026+00:00,16780475,AAPL  271217P00160000,AAPL,P,2027-12-17,160.0
2025-09-22 10:30:04.614105221+00:00,16780476,AAPL  271217P00100000,AAPL,P,2027-12-17,100.0
2025-09-22 10:30:04.616575786+00:00,16780479,AAPL  271217P00205000,AAPL,P,2027-12-17,205.0
2025-09-22 10:30:04.616585132+00:00,16780480,AAPL  271217P00145000,AAPL,P,2027-12-17,145.0
2025-09-22 10:30:04.624117882+00:00,16780483,AAPL  271217P00305000,AAPL,P,2027-12-17,305.0
2025-09-22 10:30:04.626593225+00:00,16780487,AAPL  271217P00085000,AAPL,P,2027-12-17,85.0
2025-09-22 10:30:04.626608985+00:00,16780488,AAPL  271217P00290000,AAPL,P,2027-12-17,290.0
2025-09-22 10:30:04.662058582+00:00,33557746,AAPL  251024P00220000,AAPL,P,2025-10-24,220.0
2025-09-22 10:30:04.662079121+00:00,33557748,AAPL  251024C00180000,AAPL,C,2025-10-24,180.0
2025-09-22 10:30:04.672098452+00:00,33557755,AAPL  251024C00165000,AAPL,C,2025-10-24,165.0
2025-09-22 10:30:04.679079793+00:00,33557757,AAPL  251024P00235000,AAPL,P,2025-10-24,235.0
2025-09-22 10:30:04.679084776+00:00,33557758,AAPL  251024C00195000,AAPL,C,2025-10-24,195.0
2025-09-22 10:30:04.679486023+00:00,33557759,AAPL  251024C00280000,AAPL,C,2025-10-24,280.0
2025-09-22 10:30:04.679500194+00:00,33557760,AAPL  251024P00275000,AAPL,P,2025-10-24,275.0
2025-09-22 10:30:04.682106518+00:00,33557761,AAPL  251024C00210000,AAPL,C,2025-10-24,210.0
2025-09-22 10:30:04.682121533+00:00,33557762,AAPL  251024P00260000,AAPL,P,2025-10-24,260.0
2025-09-22 10:30:04.742260945+00:00,33557809,AAPL  251024C00110000,AAPL,C,2025-10-24,110.0
2025-09-22 10:30:04.759280126+00:00,33557821,AAPL  251024P00150000,AAPL,P,2025-10-24,150.0
2025-09-22 10:30:04.759690427+00:00,33557823,AAPL  251010P00145000,AAPL,P,2025-10-10,145.0
2025-09-22 10:30:04.772352042+00:00,33557836,AAPL  250926C00262500,AAPL,C,2025-09-26,262.5
2025-09-22 10:30:04.786970412+00:00,16780615,AAPL  251017P00095000,AAPL,P,2025-10-17,95.0
2025-09-22 10:30:04.789767489+00:00,33557847,AAPL  250926P00237500,AAPL,P,2025-09-26,237.5
2025-09-22 10:30:04.792374079+00:00,33557849,AAPL  250926C00222500,AAPL,C,2025-09-26,222.5
2025-09-22 10:30:04.812432843+00:00,33557867,AAPL  250926P00202500,AAPL,P,2025-09-26,202.5
2025-09-22 10:30:04.825412546+00:00,16780646,AAPL  251121P00220000,AAPL,P,2025-11-21,220.0
2025-09-22 10:30:04.829874132+00:00,33557879,AAPL  260116P00300000,AAPL,P,2026-01-16,300.0
2025-09-22 10:30:04.830966699+00:00,16780649,AAPL  251121P00275000,AAPL,P,2025-11-21,275.0
2025-09-22 10:30:04.830981385+00:00,16780650,AAPL  251121P00205000,AAPL,P,2025-11-21,205.0
2025-09-22 10:30:04.835431689+00:00,16780653,AAPL  251121P00160000,AAPL,P,2025-11-21,160.0
2025-09-22 10:30:04.835442217+00:00,16780654,AAPL  251121P00110000,AAPL,P,2025-11-21,110.0
2025-09-22 10:30:04.840993952+00:00,16780657,AAPL  251121P00145000,AAPL,P,2025-11-21,145.0
2025-09-22 10:30:04.872586173+00:00,33557915,AAPL  261218P00320000,AAPL,P,2026-12-18,320.0
2025-09-22 10:30:04.884764410+00:00,16780692,AAPL  251121C00345000,AAPL,C,2025-11-21,345.0
2025-09-22 10:30:04.890026908+00:00,33557927,AAPL  260116P00330000,AAPL,P,2026-01-16,330.0
2025-09-22 10:30:04.892638748+00:00,33557931,AAPL  261218P00420000,AAPL,P,2026-12-18,420.0
2025-09-22 10:30:04.894788145+00:00,16780699,AAPL  251121P00250000,AAPL,P,2025-11-21,250.0
2025-09-22 10:30:04.894794447+00:00,16780700,AAPL  251121P00190000,AAPL,P,2025-11-21,190.0
2025-09-22 10:30:04.897234827+00:00,16780703,AAPL  251121C00320000,AAPL,C,2025-11-21,320.0
2025-09-22 10:30:04.897244356+00:00,16780704,AAPL  251121P00235000,AAPL,P,2025-11-21,235.0
2025-09-22 10:30:04.899629969+00:00,33557933,AAPL  261218P00370000,AAPL,P,2026-12-18,370.0
2025-09-22 10:30:04.904811922+00:00,16780707,AAPL  251121P00130000,AAPL,P,2025-11-21,130.0
2025-09-22 10:30:04.907257681+00:00,16780711,AAPL  251121P00175000,AAPL,P,2025-11-21,175.0
2025-09-22 10:30:04.907267980+00:00,16780712,AAPL  251121C00120000,AAPL,C,2025-11-21,120.0
2025-09-22 10:30:04.915617901+00:00,16780717,AAPL  260515P00070000,AAPL,P,2026-05-15,70.0
2025-09-22 10:30:04.915623657+00:00,16780718,AAPL  260515P00005000,AAPL,P,2026-05-15,5.0
2025-09-22 10:30:04.921261375+00:00,16780721,AAPL  260515C00095000,AAPL,C,2026-05-15,95.0
2025-09-22 10:30:04.921271568+00:00,16780722,AAPL  260515C00150000,AAPL,C,2026-05-15,150.0
2025-09-22 10:30:04.925641627+00:00,16780725,AAPL  260515C00300000,AAPL,C,2026-05-15,300.0
2025-09-22 10:30:04.925652301+00:00,16780726,AAPL  260515P00230000,AAPL,P,2026-05-15,230.0
2025-09-22 10:30:04.931290239+00:00,16780729,AAPL  260515C00170000,AAPL,C,2026-05-15,170.0
2025-09-22 10:30:04.950185589+00:00,33557976,AAPL  260320P00350000,AAPL,P,2026-03-20,350.0
2025-09-22 10:30:04.985008283+00:00,16780771,AAPL  260515C00120000,AAPL,C,2026-05-15,120.0
2025-09-22 10:30:04.985018178+00:00,16780772,AAPL  260515P00240000,AAPL,P,2026-05-15,240.0
2025-09-22 10:30:04.987448904+00:00,16780775,AAPL  260515P00010000,AAPL,P,2026-05-15,10.0
2025-09-22 10:30:04.987459619+00:00,16780776,AAPL  260515C00135000,AAPL,C,2026-05-15,135.0
2025-09-22 10:30:04.995031091+00:00,16780779,AAPL  260515C00185000,AAPL,C,2026-05-15,185.0
2025-09-22 10:30:04.997473127+00:00,16780783,AAPL  260515P00270000,AAPL,P,2026-05-15,270.0
2025-09-22 10:30:04.997482988+00:00,16780784,AAPL  260515C00200000,AAPL,C,2026-05-15,200.0
2025-09-22 10:30:05.000315548+00:00,33558016,AAPL  260918P00400000,AAPL,P,2026-09-18,400.0
2025-09-22 10:30:05.002911364+00:00,33558019,AAPL  260918P00340000,AAPL,P,2026-09-18,340.0
2025-09-22 10:30:05.032968279+00:00,33558042,AAPL  260116P00295000,AAPL,P,2026-01-16,295.0
2025-09-22 10:30:05.065965439+00:00,16780837,AAPL  260821C00230000,AAPL,C,2026-08-21,230.0
2025-09-22 10:30:05.065975883+00:00,16780838,AAPL  260821C00150000,AAPL,C,2026-08-21,150.0
2025-09-22 10:30:05.071734558+00:00,16780841,AAPL  260821C00260000,AAPL,C,2026-08-21,260.0
2025-09-22 10:30:05.071755078+00:00,16780842,AAPL  260821P00170000,AAPL,P,2026-08-21,170.0
2025-09-22 10:30:05.075995355+00:00,16780845,AAPL  260821C00130000,AAPL,C,2026-08-21,130.0
2025-09-22 10:30:05.116085558+00:00,16780877,AAPL  260417C00305000,AAPL,C,2026-04-17,305.0
2025-09-22 10:30:05.116090722+00:00,16780878,AAPL  260417C00195000,AAPL,C,2026-04-17,195.0
2025-09-22 10:30:05.121890600+00:00,16780881,AAPL  260417C00330000,AAPL,C,2026-04-17,330.0
2025-09-22 10:30:05.121903691+00:00,16780882,AAPL  260417C00210000,AAPL,C,2026-04-17,210.0
2025-09-22 10:30:05.125368668+00:00,16780884,AAPL  260821P00200000,AAPL,P,2026-08-21,200.0
2025-09-22 10:30:05.126109728+00:00,16780885,AAPL  260417C00295000,AAPL,C,2026-04-17,295.0
2025-09-22 10:30:05.131918065+00:00,16780889,AAPL  260417P00255000,AAPL,P,2026-04-17,255.0
2025-09-22 10:30:05.133192683+00:00,33558123,AAPL  260220P00350000,AAPL,P,2026-02-20,350.0
2025-09-22 10:30:05.135387011+00:00,16780891,AAPL  260821C00290000,AAPL,C,2026-08-21,290.0
2025-09-22 10:30:05.135396381+00:00,16780892,AAPL  260821P00185000,AAPL,P,2026-08-21,185.0
2025-09-22 10:30:05.137805257+00:00,16780895,AAPL  260821C00200000,AAPL,C,2026-08-21,200.0
2025-09-22 10:30:05.137812365+00:00,16780896,AAPL  260821P00115000,AAPL,P,2026-08-21,115.0
2025-09-22 10:30:05.147821297+00:00,16780903,AAPL  260821C00115000,AAPL,C,2026-08-21,115.0
2025-09-22 10:30:05.150239062+00:00,33558134,AAPL  260220P00285000,AAPL,P,2026-02-20,285.0
2025-09-22 10:30:05.185511135+00:00,16780931,AAPL  260417C00165000,AAPL,C,2026-04-17,165.0
2025-09-22 10:30:05.185521176+00:00,16780932,AAPL  260417C00225000,AAPL,C,2026-04-17,225.0
2025-09-22 10:30:05.187916836+00:00,16780936,AAPL  260417C00180000,AAPL,C,2026-04-17,180.0
2025-09-22 10:30:05.195535488+00:00,16780939,AAPL  260417P00280000,AAPL,P,2026-04-17,280.0
2025-09-22 10:30:05.197930043+00:00,16780943,AAPL  260417P00240000,AAPL,P,2026-04-17,240.0
2025-09-22 10:30:05.346610047+00:00,16781061,AAPL  251003P00155000,AAPL,P,2025-10-03,155.0
2025-09-22 10:30:05.346614974+00:00,16781062,AAPL  251003C00290000,AAPL,C,2025-10-03,290.0
2025-09-22 10:30:05.352548194+00:00,16781065,AAPL  251003C00175000,AAPL,C,2025-10-03,175.0
2025-09-22 10:30:05.352569179+00:00,16781066,AAPL  251003P00265000,AAPL,P,2025-10-03,265.0
2025-09-22 10:30:05.355942754+00:00,16781068,AAPL  260417C00125000,AAPL,C,2026-04-17,125.0
2025-09-22 10:30:05.368331932+00:00,16781079,AAPL  260417P00120000,AAPL,P,2026-04-17,120.0
2025-09-22 10:30:05.400810616+00:00,33558333,AAPL  250926P00310000,AAPL,P,2025-09-26,310.0
2025-09-22 10:30:05.416080497+00:00,16781115,AAPL  251003C00190000,AAPL,C,2025-10-03,190.0
2025-09-22 10:30:05.416090554+00:00,16781116,AAPL  251003P00250000,AAPL,P,2025-10-03,250.0
2025-09-22 10:30:05.418445268+00:00,16781119,AAPL  251003C00235000,AAPL,C,2025-10-03,235.0
2025-09-22 10:30:05.418456776+00:00,16781120,AAPL  251003P00210000,AAPL,P,2025-10-03,210.0
2025-09-22 10:30:05.428469913+00:00,16781127,AAPL  251003C00210000,AAPL,C,2025-10-03,210.0
2025-09-22 10:30:05.442834249+00:00,16781137,AAPL  251003P00135000,AAPL,P,2025-10-03,135.0
2025-09-22 10:30:05.494028260+00:00,33558409,AAPL  251010C00185000,AAPL,C,2025-10-10,185.0
2025-09-22 10:30:05.506310461+00:00,16781187,AAPL  251003P00325000,AAPL,P,2025-10-03,325.0
2025-09-22 10:30:05.506977342+00:00,16781189,AAPL  251031P00275000,AAPL,P,2025-10-31,275.0
2025-09-22 10:30:05.506987187+00:00,16781190,AAPL  251031P00220000,AAPL,P,2025-10-31,220.0
2025-09-22 10:30:05.508676724+00:00,16781192,AAPL  251003C00300000,AAPL,C,2025-10-03,300.0
2025-09-22 10:30:05.513041642+00:00,16781193,AAPL  251031P00160000,AAPL,P,2025-10-31,160.0
2025-09-22 10:30:05.513057107+00:00,16781194,AAPL  251031P00205000,AAPL,P,2025-10-31,205.0
2025-09-22 10:30:05.566474127+00:00,16781236,AAPL  251031P00200000,AAPL,P,2025-10-31,200.0
2025-09-22 10:30:05.571648089+00:00,33558471,AAPL  251024P00305000,AAPL,P,2025-10-24,305.0
2025-09-22 10:30:05.573230503+00:00,16781242,AAPL  251031P00120000,AAPL,P,2025-10-31,120.0
2025-09-22 10:30:05.574219495+00:00,33558473,AAPL  251024C00175000,AAPL,C,2025-10-24,175.0
2025-09-22 10:30:05.576492742+00:00,16781243,AAPL  251031P00250000,AAPL,P,2025-10-31,250.0
2025-09-22 10:30:05.578822986+00:00,16781247,AAPL  251031P00180000,AAPL,P,2025-10-31,180.0
2025-09-22 10:30:05.578833964+00:00,16781248,AAPL  251031P00235000,AAPL,P,2025-10-31,235.0
2025-09-22 10:30:05.603322521+00:00,16781266,AAPL  251003P00257500,AAPL,P,2025-10-03,257.5
2025-09-22 10:30:05.607210453+00:00,16781269,AAPL  251003P00237500,AAPL,P,2025-10-03,237.5
2025-09-22 10:30:05.607221838+00:00,16781270,AAPL  280121P00200000,AAPL,P,2028-01-21,200.0
2025-09-22 10:30:05.613340132+00:00,16781273,AAPL  251003C00242500,AAPL,C,2025-10-03,242.5
2025-09-22 10:30:05.617234366+00:00,16781277,AAPL  280121P00290000,AAPL,P,2028-01-21,290.0
2025-09-22 10:30:05.623369621+00:00,16781281,AAPL  280121C00320000,AAPL,C,2028-01-21,320.0
2025-09-22 10:30:05.634402478+00:00,33558524,AAPL  251024P00315000,AAPL,P,2025-10-24,315.0
2025-09-22 10:30:05.636646288+00:00,16781292,AAPL  251031P00145000,AAPL,P,2025-10-31,145.0
2025-09-22 10:30:05.651859229+00:00,33558536,AAPL  251024C00150000,AAPL,C,2025-10-24,150.0
2025-09-22 10:30:05.654440947+00:00,33558539,AAPL  251024C00125000,AAPL,C,2025-10-24,125.0
2025-09-22 10:30:05.661447761+00:00,33558541,AAPL  251010C00320000,AAPL,C,2025-10-10,320.0
2025-09-22 10:30:05.666718336+00:00,16781316,AAPL  251003P00242500,AAPL,P,2025-10-03,242.5
2025-09-22 10:30:05.676737567+00:00,16781323,AAPL  280121C00180000,AAPL,C,2028-01-21,180.0
2025-09-22 10:30:05.679056794+00:00,16781327,AAPL  251003C00212500,AAPL,C,2025-10-03,212.5
2025-09-22 10:30:05.679067670+00:00,16781328,AAPL  280121P00195000,AAPL,P,2028-01-21,195.0
2025-09-22 10:30:05.797649622+00:00,16781421,AAPL  270115P00450000,AAPL,P,2027-01-15,450.0
2025-09-22 10:30:05.803945010+00:00,16781425,AAPL  270115P00430000,AAPL,P,2027-01-15,430.0
2025-09-22 10:30:05.814802878+00:00,33558666,AAPL  260116C00245000,AAPL,C,2026-01-16,245.0
2025-09-22 10:30:05.814828405+00:00,33558668,AAPL  260116P00095000,AAPL,P,2026-01-16,95.0
2025-09-22 10:30:05.824826162+00:00,33558674,AAPL  260116P00065000,AAPL,P,2026-01-16,65.0
2025-09-22 10:30:05.824847038+00:00,33558676,AAPL  260116P00175000,AAPL,P,2026-01-16,175.0
2025-09-22 10:30:05.827726778+00:00,16781445,AAPL  251017P00310000,AAPL,P,2025-10-17,310.0
2025-09-22 10:30:05.827731808+00:00,16781446,AAPL  270617P00410000,AAPL,P,2027-06-17,410.0
2025-09-22 10:30:05.831858801+00:00,33558677,AAPL  260116P00215000,AAPL,P,2026-01-16,215.0
2025-09-22 10:30:05.831868972+00:00,33558678,AAPL  260116P00270000,AAPL,P,2026-01-16,270.0
2025-09-22 10:30:05.832284323+00:00,33558679,AAPL  260116C00235000,AAPL,C,2026-01-16,235.0
2025-09-22 10:30:05.832294361+00:00,33558680,AAPL  260116P00090000,AAPL,P,2026-01-16,90.0
2025-09-22 10:30:05.834021933+00:00,16781449,AAPL  251017P00280000,AAPL,P,2025-10-17,280.0
2025-09-22 10:30:05.834036259+00:00,16781450,AAPL  270617P00350000,AAPL,P,2027-06-17,350.0
2025-09-22 10:30:05.834850457+00:00,33558681,AAPL  260116C00060000,AAPL,C,2026-01-16,60.0
2025-09-22 10:30:05.834865851+00:00,33558683,AAPL  260116P00275000,AAPL,P,2026-01-16,275.0
2025-09-22 10:30:05.841883066+00:00,33558685,AAPL  260116C00260000,AAPL,C,2026-01-16,260.0
2025-09-22 10:30:05.841892402+00:00,33558686,AAPL  260116P00240000,AAPL,P,2026-01-16,240.0
2025-09-22 10:30:05.842308546+00:00,33558687,AAPL  260116P00105000,AAPL,P,2026-01-16,105.0
2025-09-22 10:30:05.842318690+00:00,33558688,AAPL  260116P00185000,AAPL,P,2026-01-16,185.0
2025-09-22 10:30:05.844874244+00:00,33558689,AAPL  260116P00140000,AAPL,P,2026-01-16,140.0
2025-09-22 10:30:05.844895086+00:00,33558691,AAPL  260116C00210000,AAPL,C,2026-01-16,210.0
2025-09-22 10:30:05.851906569+00:00,33558693,AAPL  260116C00230000,AAPL,C,2026-01-16,230.0
2025-09-22 10:30:05.889560543+00:00,16781496,AAPL  251219P00380000,AAPL,P,2025-12-19,380.0
2025-09-22 10:30:05.899572991+00:00,16781503,AAPL  251017P00350000,AAPL,P,2025-10-17,350.0
2025-09-22 10:30:05.947969416+00:00,16781542,AAPL  271217P00415000,AAPL,P,2027-12-17,415.0
2025-09-22 10:30:05.954338007+00:00,16781546,AAPL  271217P00385000,AAPL,P,2027-12-17,385.0
2025-09-22 10:30:05.985249227+00:00,33558804,AAPL  260618C00180000,AAPL,C,2026-06-18,180.0
2025-09-22 10:30:05.995253251+00:00,33558811,AAPL  260618P00115000,AAPL,P,2026-06-18,115.0
2025-09-22 10:30:05.995273994+00:00,33558812,AAPL  260618C00250000,AAPL,C,2026-06-18,250.0
2025-09-22 10:30:06.002730922+00:00,33558816,AAPL  260618C00260000,AAPL,C,2026-06-18,260.0
2025-09-22 10:30:06.005277124+00:00,33558818,AAPL  260618C00155000,AAPL,C,2026-06-18,155.0
2025-09-22 10:30:06.005277124+00:00,33558819,AAPL  260618C00135000,AAPL,C,2026-06-18,135.0
2025-09-22 10:30:06.005297587+00:00,33558820,AAPL  260618P00290000,AAPL,P,2026-06-18,290.0
2025-09-22 10:30:06.012302927+00:00,33558821,AAPL  260618C00110000,AAPL,C,2026-06-18,110.0
2025-09-22 10:30:06.012318736+00:00,33558822,AAPL  260618C00235000,AAPL,C,2026-06-18,235.0
2025-09-22 10:30:06.012738747+00:00,33558823,AAPL  260618P00230000,AAPL,P,2026-06-18,230.0
2025-09-22 10:30:06.012754733+00:00,33558824,AAPL  260618P00275000,AAPL,P,2026-06-18,275.0
2025-09-22 10:30:06.015290977+00:00,33558825,AAPL  260618C00205000,AAPL,C,2026-06-18,205.0
2025-09-22 10:30:06.015301381+00:00,33558826,AAPL  260618C00215000,AAPL,C,2026-06-18,215.0
2025-09-22 10:30:06.017549017+00:00,16781596,AAPL  271217P00355000,AAPL,P,2027-12-17,355.0
2025-09-22 10:30:06.022327358+00:00,33558829,AAPL  260618C00170000,AAPL,C,2026-06-18,170.0
2025-09-22 10:30:06.022337346+00:00,33558830,AAPL  260618C00060000,AAPL,C,2026-06-18,60.0
2025-09-22 10:30:06.022768897+00:00,33558831,AAPL  260618P00085000,AAPL,P,2026-06-18,85.0
2025-09-22 10:30:06.025315083+00:00,33558833,AAPL  260618P00075000,AAPL,P,2026-06-18,75.0
2025-09-22 10:30:06.029838923+00:00,16781607,AAPL  271217P00325000,AAPL,P,2027-12-17,325.0
2025-09-22 10:30:06.065451129+00:00,33558868,AAPL  261218C00180000,AAPL,C,2026-12-18,180.0
2025-09-22 10:30:06.075454104+00:00,33558874,AAPL  261218C00230000,AAPL,C,2026-12-18,230.0
2025-09-22 10:30:06.082485989+00:00,33558878,AAPL  261218C00070000,AAPL,C,2026-12-18,70.0
2025-09-22 10:30:06.082927081+00:00,33558880,AAPL  261218C00170000,AAPL,C,2026-12-18,170.0
2025-09-22 10:30:06.085467672+00:00,33558881,AAPL  261218C00060000,AAPL,C,2026-12-18,60.0
2025-09-22 10:30:06.085482476+00:00,33558882,AAPL  261218P00210000,AAPL,P,2026-12-18,210.0
2025-09-22 10:30:06.085498329+00:00,33558883,AAPL  261218C00175000,AAPL,C,2026-12-18,175.0
2025-09-22 10:30:06.092499917+00:00,33558885,AAPL  261218C00090000,AAPL,C,2026-12-18,90.0
2025-09-22 10:30:06.092509918+00:00,33558886,AAPL  261218C00320000,AAPL,C,2026-12-18,320.0
2025-09-22 10:30:06.092940053+00:00,33558887,AAPL  261218C00260000,AAPL,C,2026-12-18,260.0
2025-09-22 10:30:06.092952002+00:00,33558888,AAPL  261218C00145000,AAPL,C,2026-12-18,145.0
2025-09-22 10:30:06.095491117+00:00,33558889,AAPL  261218P00280000,AAPL,P,2026-12-18,280.0
2025-09-22 10:30:06.095501899+00:00,33558890,AAPL  261218P00095000,AAPL,P,2026-12-18,95.0
2025-09-22 10:30:06.102523718+00:00,33558893,AAPL  261218P00195000,AAPL,P,2026-12-18,195.0
2025-09-22 10:30:06.125579073+00:00,33558914,AAPL  261218P00015000,AAPL,P,2026-12-18,15.0
2025-09-22 10:30:06.125589250+00:00,33558915,AAPL  260618C00320000,AAPL,C,2026-06-18,320.0
2025-09-22 10:30:06.125599170+00:00,33558916,AAPL  260618C00025000,AAPL,C,2026-06-18,25.0
2025-09-22 10:30:06.132605648+00:00,33558918,AAPL  260618C00330000,AAPL,C,2026-06-18,330.0
2025-09-22 10:30:06.133056610+00:00,33558920,AAPL  260116P00035000,AAPL,P,2026-01-16,35.0
2025-09-22 10:30:06.134828675+00:00,16781690,AAPL  251121P00285000,AAPL,P,2025-11-21,285.0
2025-09-22 10:30:06.135607978+00:00,33558922,AAPL  261218P00030000,AAPL,P,2026-12-18,30.0
2025-09-22 10:30:06.142624404+00:00,33558925,AAPL  260116P00020000,AAPL,P,2026-01-16,20.0
2025-09-22 10:30:06.142634513+00:00,33558926,AAPL  261218P00040000,AAPL,P,2026-12-18,40.0
2025-09-22 10:30:06.143064581+00:00,33558927,AAPL  260116C00005000,AAPL,C,2026-01-16,5.0
2025-09-22 10:30:06.143080583+00:00,33558928,AAPL  260618P00010000,AAPL,P,2026-06-18,10.0
2025-09-22 10:30:06.145615846+00:00,33558929,AAPL  260116P00045000,AAPL,P,2026-01-16,45.0
2025-09-22 10:30:06.145632021+00:00,33558931,AAPL  260618C00035000,AAPL,C,2026-06-18,35.0
2025-09-22 10:30:06.145632021+00:00,33558930,AAPL  261218C00410000,AAPL,C,2026-12-18,410.0
2025-09-22 10:30:06.163118724+00:00,33558943,AAPL  261218C00390000,AAPL,C,2026-12-18,390.0
2025-09-22 10:30:06.172696178+00:00,33558949,AAPL  260618C00360000,AAPL,C,2026-06-18,360.0
2025-09-22 10:30:06.188471854+00:00,16781734,AAPL  260515P00370000,AAPL,P,2026-05-15,370.0
2025-09-22 10:30:06.193189471+00:00,33558967,AAPL  260618C00380000,AAPL,C,2026-06-18,380.0
2025-09-22 10:30:06.195017481+00:00,16781738,AAPL  260515C00010000,AAPL,C,2026-05-15,10.0
2025-09-22 10:30:06.198484854+00:00,16781741,AAPL  260515P00300000,AAPL,P,2026-05-15,300.0
2025-09-22 10:30:06.215810004+00:00,33558986,AAPL  260320C00115000,AAPL,C,2026-03-20,115.0
2025-09-22 10:30:06.215824231+00:00,33558988,AAPL  260320C00330000,AAPL,C,2026-03-20,330.0
2025-09-22 10:30:06.225833008+00:00,33558994,AAPL  260320P00185000,AAPL,P,2026-03-20,185.0
2025-09-22 10:30:06.232859606+00:00,33558998,AAPL  260320P00130000,AAPL,P,2026-03-20,130.0
2025-09-22 10:30:06.233295099+00:00,33558999,AAPL  260320P00170000,AAPL,P,2026-03-20,170.0
2025-09-22 10:30:06.233305429+00:00,33559000,AAPL  260320P00240000,AAPL,P,2026-03-20,240.0
2025-09-22 10:30:06.235847904+00:00,33559001,AAPL  260320P00155000,AAPL,P,2026-03-20,155.0
2025-09-22 10:30:06.235856580+00:00,33559002,AAPL  260320P00210000,AAPL,P,2026-03-20,210.0
2025-09-22 10:30:06.242873835+00:00,33559005,AAPL  260320P00200000,AAPL,P,2026-03-20,200.0
2025-09-22 10:30:06.258093074+00:00,16781788,AAPL  260515C00045000,AAPL,C,2026-05-15,45.0
2025-09-22 10:30:06.270331980+00:00,16781799,AAPL  260515C00110000,AAPL,C,2026-05-15,110.0
2025-09-22 10:30:06.308728567+00:00,16781830,AAPL  260417P00325000,AAPL,P,2026-04-17,325.0
2025-09-22 10:30:06.315353946+00:00,16781834,AAPL  260417P00315000,AAPL,P,2026-04-17,315.0
2025-09-22 10:30:06.353607548+00:00,33559096,AAPL  260320C00370000,AAPL,C,2026-03-20,370.0
2025-09-22 10:30:06.446394467+00:00,33559172,AAPL  260918P00270000,AAPL,P,2026-09-18,270.0
2025-09-22 10:30:06.456398816+00:00,33559178,AAPL  260918P00210000,AAPL,P,2026-09-18,210.0
2025-09-22 10:30:06.456418107+00:00,33559180,AAPL  260918P00150000,AAPL,P,2026-09-18,150.0
2025-09-22 10:30:06.463434384+00:00,33559182,AAPL  260918C00285000,AAPL,C,2026-09-18,285.0
2025-09-22 10:30:06.463880893+00:00,33559184,AAPL  260918P00255000,AAPL,P,2026-09-18,255.0
2025-09-22 10:30:06.466416284+00:00,33559185,AAPL  260918P00300000,AAPL,P,2026-09-18,300.0
2025-09-22 10:30:06.466421209+00:00,33559186,AAPL  260918C00095000,AAPL,C,2026-09-18,95.0
2025-09-22 10:30:06.466442532+00:00,33559187,AAPL  260918P00240000,AAPL,P,2026-09-18,240.0
2025-09-22 10:30:06.466442532+00:00,33559188,AAPL  260918C00370000,AAPL,C,2026-09-18,370.0
2025-09-22 10:30:06.473454462+00:00,33559189,AAPL  260918P00225000,AAPL,P,2026-09-18,225.0
2025-09-22 10:30:06.473463531+00:00,33559190,AAPL  260918P00165000,AAPL,P,2026-09-18,165.0
2025-09-22 10:30:06.473893940+00:00,33559191,AAPL  260918P00195000,AAPL,P,2026-09-18,195.0
2025-09-22 10:30:06.473909508+00:00,33559192,AAPL  260918C00140000,AAPL,C,2026-09-18,140.0
2025-09-22 10:30:06.476445810+00:00,33559193,AAPL  260918P00180000,AAPL,P,2026-09-18,180.0
