ts_recv,instrument_id,raw_symbol,underlying,instrument_class,expiration,strike_price
2025-09-22 10:30:09.135024755+00:00,16784083,AAPL  251031C00320000,AAPL,C,2025-10-31,320.0
2025-09-22 10:30:09.136929649+00:00,16784088,AAPL  251031C00315000,AAPL,C,2025-10-31,315.0
2025-09-22 10:30:09.139896928+00:00,33561317,AAPL  260918C00350000,AAPL,C,2026-09-18,350.0
2025-09-22 10:30:09.165095935+00:00,16784107,AAPL  251003P00217500,AAPL,P,2025-10-03,217.5
2025-09-22 10:30:09.165111984+00:00,16784109,AAPL  280121C00190000,AAPL,C,2028-01-21,190.0
2025-09-22 10:30:09.177009439+00:00,16784119,AAPL  280121C00220000,AAPL,C,2028-01-21,220.0
2025-09-22 10:30:09.195178677+00:00,16784131,AAPL  251003P00262500,AAPL,P,2025-10-03,262.5
2025-09-22 10:30:09.264173551+00:00,16784185,AAPL  251219P00320000,AAPL,P,2025-12-19,320.0
2025-09-22 10:30:09.285377244+00:00,16784203,AAPL  270115P00340000,AAPL,P,2027-01-15,340.0
2025-09-22 10:30:09.315465552+00:00,16784229,AAPL  251219P00300000,AAPL,P,2025-12-19,300.0
2025-09-22 10:30:09.325479213+00:00,16784236,AAPL  270617P00390000,AAPL,P,2027-06-17,390.0
2025-09-22 10:30:09.333423789+00:00,33561475,AAPL  260220P00125000,AAPL,P,2026-02-20,125.0
2025-09-22 10:30:09.333428887+00:00,33561476,AAPL  260220C00160000,AAPL,C,2026-02-20,160.0
2025-09-22 10:30:09.343447761+00:00,33561483,AAPL  260220C00220000,AAPL,C,2026-02-20,220.0
2025-09-22 10:30:09.343457721+00:00,33561484,AAPL  260220C00310000,AAPL,C,2026-02-20,310.0
2025-09-22 10:30:09.350393484+00:00,33561485,AAPL  260220P00195000,AAPL,P,2026-02-20,195.0
2025-09-22 10:30:09.350409213+00:00,33561486,AAPL  260220C00190000,AAPL,C,2026-02-20,190.0
2025-09-22 10:30:09.350889811+00:00,33561487,AAPL  260220P00115000,AAPL,P,2026-02-20,115.0
2025-09-22 10:30:09.350905307+00:00,33561488,AAPL  260220P00170000,AAPL,P,2026-02-20,170.0
2025-09-22 10:30:09.353365306+00:00,33561489,AAPL  260220P00110000,AAPL,P,2026-02-20,110.0
2025-09-22 10:30:09.353376523+00:00,33561490,AAPL  260220C00210000,AAPL,C,2026-02-20,210.0
2025-09-22 10:30:09.360423392+00:00,33561493,AAPL  260220C00230000,AAPL,C,2026-02-20,230.0
2025-09-22 10:30:09.360428335+00:00,33561494,AAPL  260220C00285000,AAPL,C,2026-02-20,285.0
2025-09-22 10:30:09.360913752+00:00,33561495,AAPL  260220P00250000,AAPL,P,2026-02-20,250.0
2025-09-22 10:30:09.360929760+00:00,33561496,AAPL  260220C00370000,AAPL,C,2026-02-20,370.0
2025-09-22 10:30:09.363389520+00:00,33561497,AAPL  260220P00240000,AAPL,P,2026-02-20,240.0
2025-09-22 10:30:09.367479296+00:00,16784271,AAPL  270115P00400000,AAPL,P,2027-01-15,400.0
2025-09-22 10:30:09.385647865+00:00,16784286,AAPL  251017P00330000,AAPL,P,2025-10-17,330.0
2025-09-22 10:30:09.395666069+00:00,16784293,AAPL  270617P00440000,AAPL,P,2027-06-17,440.0
2025-09-22 10:30:09.397545084+00:00,16784295,AAPL  251017P00295000,AAPL,P,2025-10-17,295.0
2025-09-22 10:30:09.397555706+00:00,16784296,AAPL  270617P00450000,AAPL,P,2027-06-17,450.0
2025-09-22 10:30:09.445705792+00:00,16784332,AAPL  271217P00340000,AAPL,P,2027-12-17,340.0
2025-09-22 10:30:09.454716604+00:00,16784337,AAPL  271217P00430000,AAPL,P,2027-12-17,430.0
2025-09-22 10:30:09.495885340+00:00,16784373,AAPL  251017P00370000,AAPL,P,2025-10-17,370.0
2025-09-22 10:30:09.515927009+00:00,16784389,AAPL  271217P00400000,AAPL,P,2027-12-17,400.0
2025-09-22 10:30:09.517797548+00:00,16784392,AAPL  271217P00370000,AAPL,P,2027-12-17,370.0
2025-09-22 10:30:09.525860917+00:00,16784395,AAPL  251017C00095000,AAPL,C,2025-10-17,95.0
2025-09-22 10:30:09.624157784+00:00,33561708,AAPL  250926C00230000,AAPL,C,2025-09-26,230.0
2025-09-22 10:30:09.634170844+00:00,33561715,AAPL  250926P00190000,AAPL,P,2025-09-26,190.0
2025-09-22 10:30:09.641112723+00:00,33561718,AAPL  250926C00245000,AAPL,C,2025-09-26,245.0
2025-09-22 10:30:09.641613816+00:00,33561720,AAPL  250926C00285000,AAPL,C,2025-09-26,285.0
2025-09-22 10:30:09.644059535+00:00,33561721,AAPL  250926C00260000,AAPL,C,2025-09-26,260.0
2025-09-22 10:30:09.644069626+00:00,33561722,AAPL  250926P00265000,AAPL,P,2025-09-26,265.0
2025-09-22 10:30:09.651126378+00:00,33561725,AAPL  250926P00205000,AAPL,P,2025-09-26,205.0
2025-09-22 10:30:09.651136267+00:00,33561726,AAPL  250926C00145000,AAPL,C,2025-09-26,145.0
2025-09-22 10:30:09.651621836+00:00,33561727,AAPL  250926P00175000,AAPL,P,2025-09-26,175.0
2025-09-22 10:30:09.654083669+00:00,33561729,AAPL  250926P00160000,AAPL,P,2025-09-26,160.0
2025-09-22 10:30:09.676175460+00:00,16784516,AAPL  260515C00020000,AAPL,C,2026-05-15,20.0
2025-09-22 10:30:09.685406455+00:00,16784522,AAPL  260515C00080000,AAPL,C,2026-05-15,80.0
2025-09-22 10:30:09.698193746+00:00,16784536,AAPL  251121P00290000,AAPL,P,2025-11-21,290.0
2025-09-22 10:30:09.741857533+00:00,33561800,AAPL  250926C00305000,AAPL,C,2025-09-26,305.0
2025-09-22 10:30:09.744314436+00:00,33561802,AAPL  250926C00290000,AAPL,C,2025-09-26,290.0
2025-09-22 10:30:09.746427647+00:00,16784574,AAPL  260515P00400000,AAPL,P,2026-05-15,400.0
2025-09-22 10:30:09.748312246+00:00,16784576,AAPL  260515C00035000,AAPL,C,2026-05-15,35.0
2025-09-22 10:30:09.751369866+00:00,33561805,AAPL  250926C00125000,AAPL,C,2025-09-26,125.0
2025-09-22 10:30:09.758326264+00:00,16784583,AAPL  260515P00330000,AAPL,P,2026-05-15,330.0
2025-09-22 10:30:09.814636405+00:00,33561860,AAPL  251010P00220000,AAPL,P,2025-10-10,220.0
2025-09-22 10:30:09.824649279+00:00,33561867,AAPL  251010C00240000,AAPL,C,2025-10-10,240.0
2025-09-22 10:30:09.831581929+00:00,33561870,AAPL  251010P00205000,AAPL,P,2025-10-10,205.0
2025-09-22 10:30:09.832068280+00:00,33561871,AAPL  251010P00170000,AAPL,P,2025-10-10,170.0
2025-09-22 10:30:09.832078097+00:00,33561872,AAPL  251010P00295000,AAPL,P,2025-10-10,295.0
2025-09-22 10:30:09.834517807+00:00,33561873,AAPL  251010P00190000,AAPL,P,2025-10-10,190.0
2025-09-22 10:30:09.834528885+00:00,33561874,AAPL  251010C00270000,AAPL,C,2025-10-10,270.0
2025-09-22 10:30:09.841594952+00:00,33561877,AAPL  251010C00255000,AAPL,C,2025-10-10,255.0
2025-09-22 10:30:09.866694177+00:00,16784670,AAPL  260417C00145000,AAPL,C,2026-04-17,145.0
2025-09-22 10:30:09.924910350+00:00,33561948,AAPL  251024C00290000,AAPL,C,2025-10-24,290.0
2025-09-22 10:30:09.934923366+00:00,33561955,AAPL  251024P00280000,AAPL,P,2025-10-24,280.0
2025-09-22 10:30:09.941855086+00:00,33561958,AAPL  251024C00225000,AAPL,C,2025-10-24,225.0
2025-09-22 10:30:09.942346274+00:00,33561960,AAPL  251024P00210000,AAPL,P,2025-10-24,210.0
2025-09-22 10:30:09.944787079+00:00,33561961,AAPL  251024C00240000,AAPL,C,2025-10-24,240.0
2025-09-22 10:30:09.944796769+00:00,33561962,AAPL  251024P00195000,AAPL,P,2025-10-24,195.0
2025-09-22 10:30:09.951869002+00:00,33561965,AAPL  251024P00180000,AAPL,P,2025-10-24,180.0
2025-09-22 10:30:09.952359728+00:00,33561967,AAPL  251024C00265000,AAPL,C,2025-10-24,265.0
2025-09-22 10:30:09.954810642+00:00,33561969,AAPL  251024C00250000,AAPL,C,2025-10-24,250.0
2025-09-22 10:30:10.005105712+00:00,33562012,AAPL  251024P00155000,AAPL,P,2025-10-24,155.0
2025-09-22 10:30:10.022546992+00:00,33562024,AAPL  251024P00110000,AAPL,P,2025-10-24,110.0
2025-09-22 10:30:10.024988209+00:00,33562026,AAPL  251010C00150000,AAPL,C,2025-10-10,150.0
2025-09-22 10:30:10.035182416+00:00,33562036,AAPL  250926P00217500,AAPL,P,2025-09-26,217.5
2025-09-22 10:30:10.052122783+00:00,33562046,AAPL  250926C00237500,AAPL,C,2025-09-26,237.5
2025-09-22 10:30:10.052618986+00:00,33562048,AAPL  250926P00247500,AAPL,P,2025-09-26,247.5
2025-09-22 10:30:10.055064911+00:00,33562050,AAPL  250926C00257500,AAPL,C,2025-09-26,257.5
2025-09-22 10:30:10.062141422+00:00,33562053,AAPL  250926C00252500,AAPL,C,2025-09-26,252.5
2025-09-22 10:30:10.065248925+00:00,33562059,AAPL  250926C00207500,AAPL,C,2025-09-26,207.5
2025-09-22 10:30:10.107067080+00:00,16784860,AAPL  251003P00285000,AAPL,P,2025-10-03,285.0
2025-09-22 10:30:10.135426589+00:00,33562115,AAPL  260618P00330000,AAPL,P,2026-06-18,330.0
2025-09-22 10:30:10.137274206+00:00,16784885,AAPL  260417P00340000,AAPL,P,2026-04-17,340.0
2025-09-22 10:30:10.145450390+00:00,33562123,AAPL  261218P00380000,AAPL,P,2026-12-18,380.0
2025-09-22 10:30:10.155304582+00:00,33562129,AAPL  260116P00350000,AAPL,P,2026-01-16,350.0
2025-09-22 10:30:10.162395727+00:00,33562133,AAPL  261218P00410000,AAPL,P,2026-12-18,410.0
2025-09-22 10:30:10.175346109+00:00,33562145,AAPL  260116P00380000,AAPL,P,2026-01-16,380.0
2025-09-22 10:30:10.237517834+00:00,16784966,AAPL  251003C00120000,AAPL,C,2025-10-03,120.0
2025-09-22 10:30:10.245714407+00:00,33562204,AAPL  260918P00350000,AAPL,P,2026-09-18,350.0
2025-09-22 10:30:10.357794118+00:00,16785061,AAPL  251031P00290000,AAPL,P,2025-10-31,290.0
2025-09-22 10:30:10.359664284+00:00,16785064,AAPL  251031C00165000,AAPL,C,2025-10-31,165.0
2025-09-22 10:30:10.396017039+00:00,33562323,AAPL  260220P00400000,AAPL,P,2026-02-20,400.0
2025-09-22 10:30:10.405876492+00:00,33562330,AAPL  260220C00115000,AAPL,C,2026-02-20,115.0
2025-09-22 10:30:10.412967276+00:00,33562333,AAPL  260220P00360000,AAPL,P,2026-02-20,360.0
2025-09-22 10:30:10.437996271+00:00,16785126,AAPL  251031C00125000,AAPL,C,2025-10-31,125.0
2025-09-22 10:30:10.449863429+00:00,16785135,AAPL  251031C00140000,AAPL,C,2025-10-31,140.0
2025-09-22 10:30:10.606319717+00:00,33562490,AAPL  250926P00275000,AAPL,P,2025-09-26,275.0
2025-09-22 10:30:10.663540816+00:00,33562534,AAPL  250926P00315000,AAPL,P,2025-09-26,315.0
2025-09-22 10:30:10.756672101+00:00,33562609,AAPL  251010C00175000,AAPL,C,2025-10-10,175.0
2025-09-22 10:30:10.833957698+00:00,33562670,AAPL  251024P00285000,AAPL,P,2025-10-24,285.0
2025-09-22 10:30:10.907232490+00:00,33562731,AAPL  251010P00320000,AAPL,P,2025-10-10,320.0
2025-09-22 10:30:10.907242723+00:00,33562732,AAPL  251010C00125000,AAPL,C,2025-10-10,125.0
2025-09-22 10:30:10.914674725+00:00,33562736,AAPL  251024P00320000,AAPL,P,2025-10-24,320.0
2025-09-22 10:30:10.917071158+00:00,33562738,AAPL  251024C00155000,AAPL,C,2025-10-24,155.0
2025-09-22 10:30:10.924168418+00:00,33562741,AAPL  251024P00125000,AAPL,P,2025-10-24,125.0
2025-09-22 10:30:10.924178087+00:00,33562742,AAPL  251010P00130000,AAPL,P,2025-10-10,130.0
2025-09-22 10:30:10.927089545+00:00,33562745,AAPL  251010P00140000,AAPL,P,2025-10-10,140.0
2025-09-22 10:30:10.968941428+00:00,16785546,AAPL  251219P00060000,AAPL,P,2025-12-19,60.0
2025-09-22 10:30:10.978954856+00:00,16785553,AAPL  251219C00130000,AAPL,C,2025-12-19,130.0
2025-09-22 10:30:10.978965142+00:00,16785554,AAPL  251219P00220000,AAPL,P,2025-12-19,220.0
2025-09-22 10:30:10.979085262+00:00,16785556,AAPL  251219C00250000,AAPL,C,2025-12-19,250.0
2025-09-22 10:30:10.988979759+00:00,16785561,AAPL  251219C00280000,AAPL,C,2025-12-19,280.0
2025-09-22 10:30:10.989099565+00:00,16785563,AAPL  251219C00115000,AAPL,C,2025-12-19,115.0
2025-09-22 10:30:10.989114121+00:00,16785564,AAPL  251219P00190000,AAPL,P,2025-12-19,190.0
2025-09-22 10:30:11.009036809+00:00,16785578,AAPL  251219P00035000,AAPL,P,2025-12-19,35.0
2025-09-22 10:30:11.019206574+00:00,16785588,AAPL  251219P00020000,AAPL,P,2025-12-19,20.0
2025-09-22 10:30:11.039363287+00:00,16785605,AAPL  251219P00090000,AAPL,P,2025-12-19,90.0
2025-09-22 10:30:11.039374073+00:00,16785606,AAPL  251219C00160000,AAPL,C,2025-12-19,160.0
2025-09-22 10:30:11.041178392+00:00,16785608,AAPL  251219P00075000,AAPL,P,2025-12-19,75.0
2025-09-22 10:30:11.049387113+00:00,16785613,AAPL  251219C00100000,AAPL,C,2025-12-19,100.0
2025-09-22 10:30:11.049398404+00:00,16785614,AAPL  251219P00175000,AAPL,P,2025-12-19,175.0
2025-09-22 10:30:11.051192729+00:00,16785615,AAPL  251219C00145000,AAPL,C,2025-12-19,145.0
2025-09-22 10:30:11.051202153+00:00,16785616,AAPL  251219P00235000,AAPL,P,2025-12-19,235.0
2025-09-22 10:30:11.059146595+00:00,16785617,AAPL  270115P00170000,AAPL,P,2027-01-15,170.0
2025-09-22 10:30:11.059336866+00:00,16785620,AAPL  270115C00300000,AAPL,C,2027-01-15,300.0
2025-09-22 10:30:11.061216158+00:00,16785623,AAPL  251219C00195000,AAPL,C,2025-12-19,195.0
2025-09-22 10:30:11.069344836+00:00,16785627,AAPL  270115C00220000,AAPL,C,2027-01-15,220.0
2025-09-22 10:30:11.079465081+00:00,16785637,AAPL  251219C00330000,AAPL,C,2025-12-19,330.0
2025-09-22 10:30:11.079474914+00:00,16785638,AAPL  251219C00005000,AAPL,C,2025-12-19,5.0
2025-09-22 10:30:11.081274129+00:00,16785640,AAPL  251219P00350000,AAPL,P,2025-12-19,350.0
2025-09-22 10:30:11.087682518+00:00,33562876,AAPL  260116C00070000,AAPL,C,2026-01-16,70.0
2025-09-22 10:30:11.091287700+00:00,16785647,AAPL  251219P00045000,AAPL,P,2025-12-19,45.0
2025-09-22 10:30:11.097690686+00:00,33562883,AAPL  260116C00205000,AAPL,C,2026-01-16,205.0
2025-09-22 10:30:11.097706266+00:00,33562884,AAPL  260116C00300000,AAPL,C,2026-01-16,300.0
2025-09-22 10:30:11.104617879+00:00,33562886,AAPL  260116P00245000,AAPL,P,2026-01-16,245.0
2025-09-22 10:30:11.105149349+00:00,33562888,AAPL  260116P00060000,AAPL,P,2026-01-16,60.0
2025-09-22 10:30:11.107529652+00:00,33562890,AAPL  260116P00280000,AAPL,P,2026-01-16,280.0
2025-09-22 10:30:11.107720150+00:00,33562891,AAPL  260116C00190000,AAPL,C,2026-01-16,190.0
2025-09-22 10:30:11.114630829+00:00,33562893,AAPL  260116P00100000,AAPL,P,2026-01-16,100.0
2025-09-22 10:30:11.114643107+00:00,33562894,AAPL  260116P00225000,AAPL,P,2026-01-16,225.0
2025-09-22 10:30:11.115162441+00:00,33562895,AAPL  260116P00115000,AAPL,P,2026-01-16,115.0
2025-09-22 10:30:11.115172973+00:00,33562896,AAPL  260116P00135000,AAPL,P,2026-01-16,135.0
2025-09-22 10:30:11.117543459+00:00,33562897,AAPL  260116C00100000,AAPL,C,2026-01-16,100.0
2025-09-22 10:30:11.117553562+00:00,33562898,AAPL  260116C00150000,AAPL,C,2026-01-16,150.0
2025-09-22 10:30:11.119575337+00:00,16785670,AAPL  270115P00195000,AAPL,P,2027-01-15,195.0
2025-09-22 10:30:11.124654810+00:00,33562901,AAPL  260116P00170000,AAPL,P,2026-01-16,170.0
2025-09-22 10:30:11.125186038+00:00,33562903,AAPL  260116C00240000,AAPL,C,2026-01-16,240.0
2025-09-22 10:30:11.127572507+00:00,33562905,AAPL  260116P00230000,AAPL,P,2026-01-16,230.0
2025-09-22 10:30:11.129589823+00:00,16785677,AAPL  270115C00250000,AAPL,C,2027-01-15,250.0
2025-09-22 10:30:11.131388777+00:00,16785679,AAPL  270115C00180000,AAPL,C,2027-01-15,180.0
2025-09-22 10:30:11.179433233+00:00,16785714,AAPL  270115P00320000,AAPL,P,2027-01-15,320.0
2025-09-22 10:30:11.189727302+00:00,16785724,AAPL  270115P00150000,AAPL,P,2027-01-15,150.0
2025-09-22 10:30:11.219528537+00:00,16785746,AAPL  270115C00410000,AAPL,C,2027-01-15,410.0
2025-09-22 10:30:11.229542533+00:00,16785753,AAPL  270115P00085000,AAPL,P,2027-01-15,85.0
2025-09-22 10:30:11.229552350+00:00,16785754,AAPL  270115P00010000,AAPL,P,2027-01-15,10.0
2025-09-22 10:30:11.239881621+00:00,16785765,AAPL  270115P00060000,AAPL,P,2027-01-15,60.0
2025-09-22 10:30:11.249896092+00:00,16785773,AAPL  270115C00135000,AAPL,C,2027-01-15,135.0
2025-09-22 10:30:11.258103484+00:00,33563012,AAPL  260618C00160000,AAPL,C,2026-06-18,160.0
2025-09-22 10:30:11.261698638+00:00,16785783,AAPL  270115C00145000,AAPL,C,2027-01-15,145.0
2025-09-22 10:30:11.268117222+00:00,33563019,AAPL  260618P00190000,AAPL,P,2026-06-18,190.0
2025-09-22 10:30:11.268127620+00:00,33563020,AAPL  260618P00165000,AAPL,P,2026-06-18,165.0
2025-09-22 10:30:11.275044160+00:00,33563022,AAPL  260618P00260000,AAPL,P,2026-06-18,260.0
2025-09-22 10:30:11.275570517+00:00,33563024,AAPL  260618P00105000,AAPL,P,2026-06-18,105.0
2025-09-22 10:30:11.277941264+00:00,33563025,AAPL  260618P00100000,AAPL,P,2026-06-18,100.0
2025-09-22 10:30:11.277947184+00:00,33563026,AAPL  260618C00115000,AAPL,C,2026-06-18,115.0
2025-09-22 10:30:11.278140933+00:00,33563027,AAPL  260618C00125000,AAPL,C,2026-06-18,125.0
2025-09-22 10:30:11.285056993+00:00,33563029,AAPL  260618P00160000,AAPL,P,2026-06-18,160.0
2025-09-22 10:30:11.285068688+00:00,33563030,AAPL  260618P00080000,AAPL,P,2026-06-18,80.0
2025-09-22 10:30:11.285589214+00:00,33563031,AAPL  260618P00235000,AAPL,P,2026-06-18,235.0
2025-09-22 10:30:11.285599307+00:00,33563032,AAPL  260618C00050000,AAPL,C,2026-06-18,50.0
2025-09-22 10:30:11.287964851+00:00,33563033,AAPL  260618C00310000,AAPL,C,2026-06-18,310.0
2025-09-22 10:30:11.287975159+00:00,33563034,AAPL  260618P00135000,AAPL,P,2026-06-18,135.0
2025-09-22 10:30:11.289679980+00:00,16785801,AAPL  251219P00275000,AAPL,P,2025-12-19,275.0
2025-09-22 10:30:11.289691476+00:00,16785802,AAPL  251017C00350000,AAPL,C,2025-10-17,350.0
2025-09-22 10:30:11.291781369+00:00,16785808,AAPL  270115C00350000,AAPL,C,2027-01-15,350.0
2025-09-22 10:30:11.295081265+00:00,33563037,AAPL  260618C00145000,AAPL,C,2026-06-18,145.0
2025-09-22 10:30:11.295613222+00:00,33563039,AAPL  260618C00230000,AAPL,C,2026-06-18,230.0
2025-09-22 10:30:11.297995003+00:00,33563041,AAPL  260618C00290000,AAPL,C,2026-06-18,290.0
2025-09-22 10:30:11.299704104+00:00,16785809,AAPL  251017P00120000,AAPL,P,2025-10-17,120.0
2025-09-22 10:30:11.299714672+00:00,16785810,AAPL  251017P00200000,AAPL,P,2025-10-17,200.0
2025-09-22 10:30:11.300000531+00:00,16785811,AAPL  270115P00040000,AAPL,P,2027-01-15,40.0
2025-09-22 10:30:11.300050460+00:00,16785814,AAPL  251017C00325000,AAPL,C,2025-10-17,325.0
2025-09-22 10:30:11.301793953+00:00,16785815,AAPL  270115P00100000,AAPL,P,2027-01-15,100.0
2025-09-22 10:30:11.301805127+00:00,16785816,AAPL  270115P00025000,AAPL,P,2027-01-15,25.0
2025-09-22 10:30:11.309728699+00:00,16785817,AAPL  251017P00140000,AAPL,P,2025-10-17,140.0
2025-09-22 10:30:11.310064695+00:00,16785821,AAPL  251017P00245000,AAPL,P,2025-10-17,245.0
2025-09-22 10:30:11.310079797+00:00,16785822,AAPL  251017P00185000,AAPL,P,2025-10-17,185.0
2025-09-22 10:30:11.320098891+00:00,16785829,AAPL  251017P00125000,AAPL,P,2025-10-17,125.0
2025-09-22 10:30:11.329776320+00:00,16785833,AAPL  270617P00155000,AAPL,P,2027-06-17,155.0
2025-09-22 10:30:11.329781328+00:00,16785834,AAPL  270617P00210000,AAPL,P,2027-06-17,210.0
2025-09-22 10:30:11.330142997+00:00,16785838,AAPL  270617P00055000,AAPL,P,2027-06-17,55.0
2025-09-22 10:30:11.338304749+00:00,33563076,AAPL  261218P00120000,AAPL,P,2026-12-18,120.0
2025-09-22 10:30:11.339800667+00:00,16785841,AAPL  270617P00230000,AAPL,P,2027-06-17,230.0
2025-09-22 10:30:11.339805647+00:00,16785842,AAPL  270617C00310000,AAPL,C,2027-06-17,310.0
2025-09-22 10:30:11.340161992+00:00,16785845,AAPL  270617C00165000,AAPL,C,2027-06-17,165.0
2025-09-22 10:30:11.340175511+00:00,16785846,AAPL  270617P00135000,AAPL,P,2027-06-17,135.0
2025-09-22 10:30:11.348318369+00:00,33563083,AAPL  261218C00270000,AAPL,C,2026-12-18,270.0
2025-09-22 10:30:11.348329413+00:00,33563084,AAPL  261218P00340000,AAPL,P,2026-12-18,340.0
2025-09-22 10:30:11.350189774+00:00,16785853,AAPL  270617P00280000,AAPL,P,2027-06-17,280.0
2025-09-22 10:30:11.355250725+00:00,33563086,AAPL  261218C00210000,AAPL,C,2026-12-18,210.0
2025-09-22 10:30:11.355782186+00:00,33563088,AAPL  261218P00170000,AAPL,P,2026-12-18,170.0
2025-09-22 10:30:11.358152309+00:00,33563090,AAPL  261218C00190000,AAPL,C,2026-12-18,190.0
2025-09-22 10:30:11.360153906+00:00,16785860,AAPL  251017C00300000,AAPL,C,2025-10-17,300.0
2025-09-22 10:30:11.365263418+00:00,33563093,AAPL  261218P00070000,AAPL,P,2026-12-18,70.0
2025-09-22 10:30:11.365274263+00:00,33563094,AAPL  261218C00330000,AAPL,C,2026-12-18,330.0
2025-09-22 10:30:11.365795468+00:00,33563095,AAPL  261218P00250000,AAPL,P,2026-12-18,250.0
2025-09-22 10:30:11.365805692+00:00,33563096,AAPL  261218C00105000,AAPL,C,2026-12-18,105.0
2025-09-22 10:30:11.368165203+00:00,33563097,AAPL  261218C00290000,AAPL,C,2026-12-18,290.0
2025-09-22 10:30:11.368182584+00:00,33563098,AAPL  261218P00145000,AAPL,P,2026-12-18,145.0
2025-09-22 10:30:11.370167983+00:00,16785867,AAPL  251017P00230000,AAPL,P,2025-10-17,230.0
2025-09-22 10:30:11.370178058+00:00,16785868,AAPL  251017P00170000,AAPL,P,2025-10-17,170.0
2025-09-22 10:30:11.371967105+00:00,16785871,AAPL  251017P00270000,AAPL,P,2025-10-17,270.0
2025-09-22 10:30:11.371976727+00:00,16785872,AAPL  251017P00215000,AAPL,P,2025-10-17,215.0
2025-09-22 10:30:11.375293428+00:00,33563101,AAPL  261218P00165000,AAPL,P,2026-12-18,165.0
2025-09-22 10:30:11.381991297+00:00,16785879,AAPL  251017P00155000,AAPL,P,2025-10-17,155.0
2025-09-22 10:30:11.388434338+00:00,33563116,AAPL  260116C00040000,AAPL,C,2026-01-16,40.0
2025-09-22 10:30:11.390225827+00:00,16785884,AAPL  270617C00080000,AAPL,C,2027-06-17,80.0
2025-09-22 10:30:11.398448586+00:00,33563123,AAPL  260116C00010000,AAPL,C,2026-01-16,10.0
2025-09-22 10:30:11.398458335+00:00,33563124,AAPL  260618P00030000,AAPL,P,2026-06-18,30.0
2025-09-22 10:30:11.400239181+00:00,16785891,AAPL  270617C00175000,AAPL,C,2027-06-17,175.0
2025-09-22 10:30:11.400255400+00:00,16785892,AAPL  270617P00105000,AAPL,P,2027-06-17,105.0
2025-09-22 10:30:11.402033119+00:00,16785895,AAPL  270617P00050000,AAPL,P,2027-06-17,50.0
2025-09-22 10:30:11.402043904+00:00,16785896,AAPL  270617C00195000,AAPL,C,2027-06-17,195.0
2025-09-22 10:30:11.405375443+00:00,33563126,AAPL  260116C00350000,AAPL,C,2026-01-16,350.0
2025-09-22 10:30:11.405907243+00:00,33563128,AAPL  261218C00035000,AAPL,C,2026-12-18,35.0
2025-09-22 10:30:11.408282579+00:00,33563130,AAPL  260116C00025000,AAPL,C,2026-01-16,25.0
2025-09-22 10:30:11.410262368+00:00,16785899,AAPL  270617P00310000,AAPL,P,2027-06-17,310.0
2025-09-22 10:30:11.412056786+00:00,16785903,AAPL  270617P00120000,AAPL,P,2027-06-17,120.0
2025-09-22 10:30:11.412067761+00:00,16785904,AAPL  270617C00390000,AAPL,C,2027-06-17,390.0
2025-09-22 10:30:11.415388996+00:00,33563133,AAPL  261218C00020000,AAPL,C,2026-12-18,20.0
2025-09-22 10:30:11.415399021+00:00,33563134,AAPL  260618C00005000,AAPL,C,2026-06-18,5.0
2025-09-22 10:30:11.415920447+00:00,33563135,AAPL  260116P00005000,AAPL,P,2026-01-16,5.0
2025-09-22 10:30:11.418295802+00:00,33563137,AAPL  261218C00045000,AAPL,C,2026-12-18,45.0
2025-09-22 10:30:11.418501913+00:00,33563139,AAPL  261218P00400000,AAPL,P,2026-12-18,400.0
2025-09-22 10:30:11.435967063+00:00,33563151,AAPL  261218C00400000,AAPL,C,2026-12-18,400.0
2025-09-22 10:30:11.435983080+00:00,33563152,AAPL  260116C00360000,AAPL,C,2026-01-16,360.0
2025-09-22 10:30:11.488678689+00:00,33563195,AAPL  260320C00120000,AAPL,C,2026-03-20,120.0
2025-09-22 10:30:11.488688805+00:00,33563196,AAPL  260320C00130000,AAPL,C,2026-03-20,130.0
2025-09-22 10:30:11.498702782+00:00,33563203,AAPL  260320C00190000,AAPL,C,2026-03-20,190.0
2025-09-22 10:30:11.505619205+00:00,33563206,AAPL  260320C00145000,AAPL,C,2026-03-20,145.0
2025-09-22 10:30:11.506144699+00:00,33563207,AAPL  260320C00175000,AAPL,C,2026-03-20,175.0
2025-09-22 10:30:11.506160098+00:00,33563208,AAPL  260320C00270000,AAPL,C,2026-03-20,270.0
2025-09-22 10:30:11.508516953+00:00,33563209,AAPL  260320C00160000,AAPL,C,2026-03-20,160.0
2025-09-22 10:30:11.508526724+00:00,33563210,AAPL  260320C00220000,AAPL,C,2026-03-20,220.0
2025-09-22 10:30:11.510186119+00:00,16785978,AAPL  271217C00440000,AAPL,C,2027-12-17,440.0
2025-09-22 10:30:11.515637808+00:00,33563213,AAPL  260320C00210000,AAPL,C,2026-03-20,210.0
2025-09-22 10:30:11.520200419+00:00,16785985,AAPL  271217P00320000,AAPL,P,2027-12-17,320.0
2025-09-22 10:30:11.520210178+00:00,16785986,AAPL  271217C00225000,AAPL,C,2027-12-17,225.0
2025-09-22 10:30:11.520677468+00:00,16785990,AAPL  271217C00410000,AAPL,C,2027-12-17,410.0
2025-09-22 10:30:11.530225353+00:00,16785993,AAPL  271217C00165000,AAPL,C,2027-12-17,165.0
