ts_event,rtype,publisher_id,instrument_id,raw_symbol,security_update_action,instrument_class,min_price_increment,display_factor,expiration,activation,high_limit_price,low_limit_price,max_price_variation,trading_reference_price,unit_of_measure_qty,min_price_increment_amount,price_ratio,inst_attrib_value,underlying_id,raw_instrument_id,market_depth_implied,market_depth,market_segment_id,max_trade_vol,min_lot_size,min_lot_size_block,min_lot_size_round_lot,min_trade_vol,contract_multiplier,decay_quantity,original_contract_size,trading_reference_date,appl_id,maturity_year,decay_start_date,channel_id,currency,settl_currency,secsubtype,group,exchange,asset,cfi,security_type,unit_of_measure,underlying,strike_price_currency,strike_price,match_algorithm,md_security_trading_status,main_fraction,price_display_format,settl_price_type,sub_fraction,underlying_product,maturity_month,maturity_day,maturity_week,user_defined_instrument,contract_multiplier_unit,flow_schedule_type,tick_rule,symbol
2025-09-22 10:30:00.627135651+00:00,19,30,16777295,AAPL  251219C00010000,A,C,,,2025-12-19 00:00:00+00:00,,,,,,,,,2147483647,94,16777295,2147483647,2147483647,4294967295,4294967295,2147483647,2147483647,2147483647,4294967295,2147483647,2147483647,2147483647,65535,32767,65535,65535,1,USD,,,popra-1,OPRA,AAPL,,OPT,USD,AAPL,USD,10.0, ,255,255,255,255,255,255,255,255,255,N,127,127,255,AAPL  251219C00010000
2025-09-22 10:30:00.664234066+00:00,19,30,16777323,AAPL  270115C00290000,A,C,,,2027-01-15 00:00:00+00:00,,,,,,,,,2147483647,94,16777323,2147483647,2147483647,4294967295,4294967295,2147483647,2147483647,2147483647,4294967295,2147483647,2147483647,2147483647,65535,32767,65535,65535,1,USD,,,popra-1,OPRA,AAPL,,OPT,USD,AAPL,USD,290.0, ,255,255,255,255,255,255,255,255,255,N,127,127,255,AAPL  270115C00290000
2025-09-22 10:30:00.664243947+00:00,19,30,16777324,AAPL  270115P00230000,A,P,,,2027-01-15 00:00:00+00:00,,,,,,,,,2147483647,94,16777324,2147483647,2147483647,4294967295,4294967295,2147483647,2147483647,2147483647,4294967295,2147483647,2147483647,2147483647,65535,32767,65535,65535,1,USD,,,popra-1,OPRA,AAPL,,OPT,USD,AAPL,USD,230.0, ,255,255,255,255,255,255,255,255,255,N,127,127,255,AAPL  270115P00230000
2025-09-22 10:30:00.667246161+00:00,19,30,16777328,AAPL  270115C00210000,A,C,,,2027-01-15 00:00:00+00:00,,,,,,,,,2147483647,94,16777328,2147483647,2147483647,4294967295,4294967295,2147483647,2147483647,2147483647,4294967295,2147483647,2147483647,2147483647,65535,32767,65535,65535,1,USD,,,popra-1,OPRA,AAPL,,OPT,USD,AAPL,USD,210.0, ,255,255,255,255,255,255,255,255,255,N,127,127,255,AAPL  270115C00210000
2025-09-22 10:30:00.677259849+00:00,19,30,16777335,AAPL  270115C00240000,A,C,,,2027-01-15 00:00:00+00:00,,,,,,,,,2147483647,94,16777335,2147483647,2147483647,4294967295,4294967295,2147483647,2147483647,2147483647,4294967295,2147483647,2147483647,2147483647,65535,32767,65535,65535,1,USD,,,popra-1,OPRA,AAPL,,OPT,USD,AAPL,USD,240.0, ,255,255,255,255,255,255,255,255,255,N,127,127,255,AAPL  270115C00240000
2025-09-22 10:30:00.702195212+00:00,19,30,33554586,AAPL  260618C00100000,A,C,,,2026-06-18 00:00:00+00:00,,,,,,,,,2147483647,94,33554586,2147483647,2147483647,4294967295,4294967295,2147483647,2147483647,2147483647,4294967295,2147483647,2147483647,2147483647,65535,32767,65535,65535,2,USD,,,popra-2,OPRA,AAPL,,OPT,USD,AAPL,USD,100.0, ,255,255,255,255,255,255,255,255,255,N,127,127,255,AAPL  260618C00100000
2025-09-22 10:30:00.712209133+00:00,19,30,33554593,AAPL  260618P00300000,A,P,,,2026-06-18 00:00:00+00:00,,,,,,,,,2147483647,94,33554593,2147483647,2147483647,4294967295,4294967295,2147483647,2147483647,2147483647,4294967295,2147483647,2147483647,2147483647,65535,32767,65535,65535,2,USD,,,popra-2,OPRA,AAPL,,OPT,USD,AAPL,USD,300.0, ,255,255,255,255,255,255,255,255,255,N,127,127,255,AAPL  260618P00300000
2025-09-22 10:30:00.712219247+00:00,19,30,33554594,AAPL  260618C00285000,A,C,,,2026-06-18 00:00:00+00:00,,,,,,,,,2147483647,94,33554594,2147483647,2147483647,4294967295,4294967295,2147483647,2147483647,2147483647,4294967295,2147483647,2147483647,2147483647,65535,32767,65535,65535,2,USD,,,popra-2,OPRA,AAPL,,OPT,USD,AAPL,USD,285.0, ,255,255,255,255,255,255,255,255,255,N,127,127,255,AAPL  260618C00285000
2025-09-22 10:30:00.719060515+00:00,19,30,33554598,AAPL  260618P00150000,A,P,,,2026-06-18 00:00:00+00:00,,,,,,,,,2147483647,94,33554598,2147483647,2147483647,4294967295,4294967295,2147483647,2147483647,2147483647,4294967295,2147483647,2147483647,2147483647,65535,32767,65535,65535,2,USD,,,popra-2,OPRA,AAPL,,OPT,USD,AAPL,USD,150.0, ,255,255,255,255,255,255,255,255,255,N,127,127,255,AAPL  260618P00150000
2025-09-22 10:30:00.719541942+00:00,19,30,33554600,AAPL  260618C00185000,A,C,,,2026-06-18 00:00:00+00:00,,,,,,,,,2147483647,94,33554600,2147483647,2147483647,4294967295,4294967295,2147483647,2147483647,2147483647,4294967295,2147483647,2147483647,2147483647,65535,32767,65535,65535,2,USD,,,popra-2,OPRA,AAPL,,OPT,USD,AAPL,USD,185.0, ,255,255,255,255,255,255,255,255,255,N,127,127,255,AAPL  260618C00185000
